time,plate_name,well_position,temperature_c,value,row_label,column_label,wavelength
,p4: Ex390,D6,23.3,1818776.0,D,6,550
,p4: Ex390,D7,23.3,1755089.0,D,7,550
,p4: Ex390,B1,23.3,312673024.0,B,1,560
,p4: Ex390,B2,23.3,17369800.0,B,2,560
,p4: Ex390,B3,23.3,4212210.0,B,3,560
,p4: Ex390,B4,23.3,2117036.0,B,4,560
,p4: Ex390,B5,23.3,4268.0,B,5,560
,p4: Ex390,D1,23.3,1575633.0,D,1,560
,p4: Ex390,D2,23.3,1688940.0,D,2,560
,p4: Ex390,D3,23.3,2024718.0,D,3,560
,p4: Ex390,D4,23.3,12613551.0,D,4,560
,p4: Ex390,D5,23.3,1829174.0,D,5,560
,p4: Ex390,D6,23.3,1456775.0,D,6,560
,p4: Ex390,D7,23.3,1394320.0,D,7,560
,p4: Ex390,B1,23.3,184651168.0,B,1,570
,p4: Ex390,B2,23.3,12503662.0,B,2,570
,p4: Ex390,B3,23.3,3950112.0,B,3,570
,p4: Ex390,B4,23.3,1679852.0,B,4,570
,p4: Ex390,B5,23.3,3318.0,B,5,570
,p4: Ex390,D1,23.3,1267559.0,D,1,570
,p4: Ex390,D2,23.3,1384456.0,D,2,570
,p4: Ex390,D3,23.3,1630177.0,D,3,570
,p4: Ex390,D4,23.3,8459953.0,D,4,570
,p4: Ex390,D5,23.3,1472415.0,D,5,570
,p4: Ex390,D6,23.3,1192692.0,D,6,570
,p4: Ex390,D7,23.3,1136099.0,D,7,570
,p4: Ex390,B1,23.3,126958536.0,B,1,580
,p4: Ex390,B2,23.3,9567600.0,B,2,580
,p4: Ex390,B3,23.3,3427846.0,B,3,580
,p4: Ex390,B4,23.3,1419588.0,B,4,580
,p4: Ex390,B5,23.3,3069.0,B,5,580
,p4: Ex390,D1,23.3,1074898.0,D,1,580
,p4: Ex390,D2,23.3,1165486.0,D,2,580
,p4: Ex390,D3,23.3,1379478.0,D,3,580
,p4: Ex390,D4,23.3,6216074.0,D,4,580
,p4: Ex390,D5,23.3,1256704.0,D,5,580
,p4: Ex390,D6,23.3,1030614.0,D,6,580
,p4: Ex390,D7,23.3,973644.0,D,7,580
,p4: Ex390,B1,23.3,85556520.0,B,1,590
,p4: Ex390,B2,23.3,7110131.0,B,2,590
,p4: Ex390,B3,23.3,2681704.0,B,3,590
,p4: Ex390,B4,23.3,1173093.0,B,4,590
,p4: Ex390,B5,23.3,4023.0,B,5,590
,p4: Ex390,D1,23.3,868529.0,D,1,590
,p4: Ex390,D2,23.3,983140.0,D,2,590
,p4: Ex390,D3,23.3,1125632.0,D,3,590
,p4: Ex390,D4,23.3,4370956.0,D,4,590
,p4: Ex390,D5,23.3,1042628.0,D,5,590
,p4: Ex390,D6,23.3,874329.0,D,6,590
,p4: Ex390,D7,23.3,808751.0,D,7,590
,p4: Ex390,B1,23.3,56393736.0,B,1,600
,p4: Ex390,B2,23.3,5110008.0,B,2,600
,p4: Ex390,B3,23.3,2120859.0,B,3,600
,p4: Ex390,B4,23.3,934332.0,B,4,600
,p4: Ex390,B5,23.3,2421.0,B,5,600
,p4: Ex390,D1,23.3,687348.0,D,1,600
,p4: Ex390,D2,23.3,789289.0,D,2,600
,p4: Ex390,D3,23.3,906209.0,D,3,600
,p4: Ex390,D4,23.3,2977850.0,D,4,600
,p4: Ex390,D5,23.3,872742.0,D,5,600
,p4: Ex390,D6,23.3,737509.0,D,6,600
,p4: Ex390,D7,23.3,673148.0,D,7,600
,p5: Ex460,B1,23.4,588164288.0,B,1,490
,p5: Ex460,B2,23.4,6421894.0,B,2,490
,p5: Ex460,B3,23.4,12250024.0,B,3,490
,p5: Ex460,B4,23.4,11232633.0,B,4,490
,p5: Ex460,B5,23.4,16911708.0,B,5,490
,p5: Ex460,D1,23.4,6974182.0,D,1,490
,p5: Ex460,D2,23.4,7316720.0,D,2,490
,p5: Ex460,D3,23.4,8028440.0,D,3,490
,p5: Ex460,D4,23.4,10178925.0,D,4,490
,p5: Ex460,D5,23.4,7876490.0,D,5,490
,p5: Ex460,D6,23.4,6443342.0,D,6,490
,p5: Ex460,D7,23.4,5958310.0,D,7,490
,p5: Ex460,B1,23.4,1511228800.0,B,1,500
,p5: Ex460,B2,23.4,1410225.0,B,2,500
,p5: Ex460,B3,23.4,7852071.0,B,3,500
,p5: Ex460,B4,23.4,1497865.0,B,4,500
,p5: Ex460,B5,23.4,34546.0,B,5,500
,p5: Ex460,D1,23.4,1519499.0,D,1,500
,p5: Ex460,D2,23.4,1609984.0,D,2,500
,p5: Ex460,D3,23.4,1953616.0,D,3,500
,p5: Ex460,D4,23.4,5336513.0,D,4,500
,p5: Ex460,D5,23.4,1813404.0,D,5,500
,p5: Ex460,D6,23.4,1391556.0,D,6,500
,p5: Ex460,D7,23.4,1266725.0,D,7,500
,p5: Ex460,B1,23.4,2231080448.0,B,1,510
,p5: Ex460,B2,23.4,1686558.0,B,2,510
,p5: Ex460,B3,23.4,8920097.0,B,3,510
,p5: Ex460,B4,23.4,1784616.0,B,4,510
,p5: Ex460,B5,23.4,7976.0,B,5,510
,p5: Ex460,D1,23.4,1826525.0,D,1,510
,p5: Ex460,D2,23.4,1899263.0,D,2,510
,p5: Ex460,D3,23.4,2330386.0,D,3,510
,p5: Ex460,D4,23.4,7782672.0,D,4,510
,p5: Ex460,D5,23.4,2167069.0,D,5,510
,p5: Ex460,D6,23.4,1627713.0,D,6,510
,p5: Ex460,D7,23.4,1512607.0,D,7,510
,p5: Ex460,B1,23.4,2242209024.0,B,1,520
,p5: Ex460,B2,23.4,1764374.0,B,2,520
,p5: Ex460,B3,23.4,7722532.0,B,3,520
,p5: Ex460,B4,23.4,1825783.0,B,4,520
,p5: Ex460,B5,23.4,7182.0,B,5,520
,p5: Ex460,D1,23.4,1913582.0,D,1,520
,p5: Ex460,D2,23.4,1987748.0,D,2,520
,p5: Ex460,D3,23.4,2459820.0,D,3,520
,p5: Ex460,D4,23.4,8440945.0,D,4,520
,p5: Ex460,D5,23.4,2276324.0,D,5,520
,p5: Ex460,D6,23.4,1715693.0,D,6,520
,p5: Ex460,D7,23.4,1602773.0,D,7,520
,p5: Ex460,B1,23.4,1656673792.0,B,1,530
,p5: Ex460,B2,23.4,1671999.0,B,2,530
,p5: Ex460,B3,23.4,7910082.0,B,3,530
,p5: Ex460,B4,23.4,1682012.0,B,4,530
,p5: Ex460,B5,23.4,8576.0,B,5,530
,p5: Ex460,D1,23.4,1813744.0,D,1,530
,p5: Ex460,D2,23.4,1902855.0,D,2,530
,p5: Ex460,D3,23.4,2365327.0,D,3,530
,p5: Ex460,D4,23.4,6941960.0,D,4,530
,p5: Ex460,D5,23.4,2177095.0,D,5,530
,p5: Ex460,D6,23.4,1670374.0,D,6,530
,p5: Ex460,D7,23.4,1540980.0,D,7,530
,p5: Ex460,B1,23.4,1185919872.0,B,1,540
,p5: Ex460,B2,23.4,1525815.0,B,2,540
,p5: Ex460,B3,23.4,13875346.0,B,3,540
,p5: Ex460,B4,23.4,1504880.0,B,4,540
,p5: Ex460,B5,23.4,7806.0,B,5,540
,p5: Ex460,D1,23.4,1651909.0,D,1,540
,p5: Ex460,D2,23.4,1765305.0,D,2,540
,p5: Ex460,D3,23.4,2193312.0,D,3,540
,p5: Ex460,D4,23.4,5233334.0,D,4,540
,p5: Ex460,D5,23.4,2008445.0,D,5,540
,p5: Ex460,D6,23.4,1546559.0,D,6,540
,p5: Ex460,D7,23.4,1426106.0,D,7,540
,p5: Ex460,B1,23.4,847619904.0,B,1,550
,p5: Ex460,B2,23.4,1301579.0,B,2,550
,p5: Ex460,B3,23.4,25749058.0,B,3,550
,p5: Ex460,B4,23.4,1288323.0,B,4,550
,p5: Ex460,B5,23.4,8953.0,B,5,550
,p5: Ex460,D1,23.4,1432713.0,D,1,550
,p5: Ex460,D2,23.4,1540416.0,D,2,550
,p5: Ex460,D3,23.4,1923395.0,D,3,550
,p5: Ex460,D4,23.4,4007923.0,D,4,550
,p5: Ex460,D5,23.4,1763271.0,D,5,550
,p5: Ex460,D6,23.4,1370270.0,D,6,550
,p5: Ex460,D7,23.4,1238462.0,D,7,550
,p1: Ex500,B1,23.6,1331859456.0,B,1,540
,p1: Ex500,B2,23.6,415167.0,B,2,540
,p1: Ex500,B3,23.6,58662580.0,B,3,540
,p1: Ex500,B4,23.6,526132.0,B,4,540
,p1: Ex500,B5,23.6,13897.0,B,5,540
,p1: Ex500,D1,23.6,579005.0,D,1,540
,p1: Ex500,D2,23.6,586890.0,D,2,540
,p1: Ex500,D3,23.6,694249.0,D,3,540
,p1: Ex500,D4,23.6,9495807.0,D,4,540
,p1: Ex500,D5,23.6,685408.0,D,5,540
,p1: Ex500,D6,23.6,522727.0,D,6,540
,p1: Ex500,D7,23.6,441099.0,D,7,540
,p1: Ex500,B1,23.6,967047552.0,B,1,550
,p1: Ex500,B2,23.6,361261.0,B,2,550
,p1: Ex500,B3,23.6,125704440.0,B,3,550
,p1: Ex500,B4,23.6,436178.0,B,4,550
,p1: Ex500,B5,23.6,5017.0,B,5,550
,p1: Ex500,D1,23.6,520316.0,D,1,550
,p1: Ex500,D2,23.6,539256.0,D,2,550
,p1: Ex500,D3,23.6,651748.0,D,3,550
,p1: Ex500,D4,23.6,6669222.0,D,4,550
,p1: Ex500,D5,23.6,640383.0,D,5,550
,p1: Ex500,D6,23.6,498412.0,D,6,550
,p1: Ex500,D7,23.6,419536.0,D,7,550
,p1: Ex500,B1,23.6,602278144.0,B,1,560
,p1: Ex500,B2,23.6,294766.0,B,2,560
,p1: Ex500,B3,23.6,183114288.0,B,3,560
,p1: Ex500,B4,23.6,343768.0,B,4,560
,p1: Ex500,B5,23.6,2505.0,B,5,560
,p1: Ex500,D1,23.6,433926.0,D,1,560
,p1: Ex500,D2,23.6,464590.0,D,2,560
,p1: Ex500,D3,23.6,575259.0,D,3,560
,p1: Ex500,D4,23.6,4634310.0,D,4,560
,p1: Ex500,D5,23.6,562956.0,D,5,560
,p1: Ex500,D6,23.6,462512.0,D,6,560
,p1: Ex500,D7,23.6,374430.0,D,7,560
,p1: Ex500,B1,23.6,361695392.0,B,1,570
,p1: Ex500,B2,23.6,248037.0,B,2,570
,p1: Ex500,B3,23.6,174157952.0,B,3,570
,p1: Ex500,B4,23.6,276621.0,B,4,570
,p1: Ex500,B5,23.6,2639.0,B,5,570
,p1: Ex500,D1,23.6,366063.0,D,1,570
,p1: Ex500,D2,23.6,419935.0,D,2,570
,p1: Ex500,D3,23.6,509536.0,D,3,570
,p1: Ex500,D4,23.6,3143229.0,D,4,570
,p1: Ex500,D5,23.6,495284.0,D,5,570
,p1: Ex500,D6,23.6,425127.0,D,6,570
,p1: Ex500,D7,23.6,336262.0,D,7,570
,p1: Ex500,B1,23.6,242555520.0,B,1,580
,p1: Ex500,B2,23.6,211421.0,B,2,580
,p1: Ex500,B3,23.6,142349648.0,B,3,580
,p1: Ex500,B4,23.6,232268.0,B,4,580
,p1: Ex500,B5,23.6,2956.0,B,5,580
,p1: Ex500,D1,23.6,317631.0,D,1,580
,p1: Ex500,D2,23.6,377007.0,D,2,580
,p1: Ex500,D3,23.6,452475.0,D,3,580
,p1: Ex500,D4,23.6,2227441.0,D,4,580
,p1: Ex500,D5,23.6,454407.0,D,5,580
,p1: Ex500,D6,23.6,394963.0,D,6,580
,p1: Ex500,D7,23.6,310131.0,D,7,580
,p1: Ex500,B1,23.6,159691808.0,B,1,590
,p1: Ex500,B2,23.6,181058.0,B,2,590
,p1: Ex500,B3,23.6,109963752.0,B,3,590
,p1: Ex500,B4,23.6,197019.0,B,4,590
,p1: Ex500,B5,23.6,4329.0,B,5,590
,p1: Ex500,D1,23.6,269313.0,D,1,590
,p1: Ex500,D2,23.6,332399.0,D,2,590
,p1: Ex500,D3,23.6,395701.0,D,3,590
,p1: Ex500,D4,23.6,1530191.0,D,4,590
,p1: Ex500,D5,23.6,408008.0,D,5,590
,p1: Ex500,D6,23.6,360509.0,D,6,590
,p1: Ex500,D7,23.6,281295.0,D,7,590
,p1: Ex500,B1,23.6,105920184.0,B,1,600
,p1: Ex500,B2,23.6,147418.0,B,2,600
,p1: Ex500,B3,23.6,86312024.0,B,3,600
,p1: Ex500,B4,23.6,167814.0,B,4,600
,p1: Ex500,B5,23.6,5551.0,B,5,600
,p1: Ex500,D1,23.6,229763.0,D,1,600
,p1: Ex500,D2,23.6,290618.0,D,2,600
,p1: Ex500,D3,23.6,332801.0,D,3,600
,p1: Ex500,D4,23.6,1066129.0,D,4,600
,p1: Ex500,D5,23.6,351923.0,D,5,600
,p1: Ex500,D6,23.6,321070.0,D,6,600
,p1: Ex500,D7,23.6,241801.0,D,7,600
,p2: Em560,B1,23.6,550961152.0,B,1,470
,p2: Em560,B2,23.6,808454.0,B,2,470
,p2: Em560,B3,23.6,56948108.0,B,3,470
,p2: Em560,B4,23.6,815391.0,B,4,470
,p2: Em560,B5,23.6,4836.0,B,5,470
,p2: Em560,D1,23.6,923395.0,D,1,470
,p2: Em560,D2,23.6,989319.0,D,2,470
,p2: Em560,D3,23.6,1281745.0,D,3,470
,p2: Em560,D4,23.6,2966253.0,D,4,470
,p2: Em560,D5,23.6,1160518.0,D,5,470
,p2: Em560,D6,23.6,916307.0,D,6,470
,p2: Em560,D7,23.6,807483.0,D,7,470
,p2: Em560,B1,23.6,597857088.0,B,1,480
,p2: Em560,B2,23.6,641150.0,B,2,480
,p2: Em560,B3,23.6,88987712.0,B,3,480
,p2: Em560,B4,23.6,636684.0,B,4,480
,p2: Em560,B5,23.6,3932.0,B,5,480
,p2: Em560,D1,23.6,749518.0,D,1,480
,p2: Em560,D2,23.6,815224.0,D,2,480
,p2: Em560,D3,23.6,1037621.0,D,3,480
,p2: Em560,D4,23.6,3271646.0,D,4,480
,p2: Em560,D5,23.6,945001.0,D,5,480
,p2: Em560,D6,23.6,745182.0,D,6,480
,p2: Em560,D7,23.6,650916.0,D,7,480
,p2: Em560,B1,23.6,620351808.0,B,1,490
,p2: Em560,B2,23.6,505544.0,B,2,490
,p2: Em560,B3,23.6,121470600.0,B,3,490
,p2: Em560,B4,23.6,522745.0,B,4,490
,p2: Em560,B5,23.6,4226.0,B,5,490
,p2: Em560,D1,23.6,619593.0,D,1,490
,p2: Em560,D2,23.6,665389.0,D,2,490
,p2: Em560,D3,23.6,834061.0,D,3,490
,p2: Em560,D4,23.6,3602584.0,D,4,490
,p2: Em560,D5,23.6,780770.0,D,5,490
,p2: Em560,D6,23.6,617949.0,D,6,490
,p2: Em560,D7,23.6,525133.0,D,7,490
,p2: Em560,B1,23.6,601325824.0,B,1,500
,p2: Em560,B2,23.6,298497.0,B,2,500
,p2: Em560,B3,23.6,183022784.0,B,3,500
,p2: Em560,B4,23.6,343271.0,B,4,500
,p2: Em560,B5,23.6,2713.0,B,5,500
,p2: Em560,D1,23.6,402217.0,D,1,500
,p2: Em560,D2,23.6,441978.0,D,2,500
,p2: Em560,D3,23.6,539216.0,D,3,500
,p2: Em560,D4,23.6,4191650.0,D,4,500
,p2: Em560,D5,23.6,522160.0,D,5,500
,p2: Em560,D6,23.6,438229.0,D,6,500
,p2: Em560,D7,23.6,352919.0,D,7,500
,p2: Em560,B1,23.6,421735136.0,B,1,510
,p2: Em560,B2,23.6,127810.0,B,2,510
,p2: Em560,B3,23.6,257229120.0,B,3,510
,p2: Em560,B4,23.6,165048.0,B,4,510
,p2: Em560,B5,23.6,4478.0,B,5,510
,p2: Em560,D1,23.6,217319.0,D,1,510
,p2: Em560,D2,23.6,260447.0,D,2,510
,p2: Em560,D3,23.6,306628.0,D,3,510
,p2: Em560,D4,23.6,3775449.0,D,4,510
,p2: Em560,D5,23.6,313640.0,D,5,510
,p2: Em560,D6,23.6,283376.0,D,6,510
,p2: Em560,D7,23.6,205470.0,D,7,510
,p2: Em560,B1,23.6,150389632.0,B,1,520
,p2: Em560,B2,23.6,58647.0,B,2,520
,p2: Em560,B3,23.6,282018304.0,B,3,520
,p2: Em560,B4,23.6,75235.0,B,4,520
,p2: Em560,B5,23.6,7648.0,B,5,520
,p2: Em560,D1,23.6,119747.0,D,1,520
,p2: Em560,D2,23.6,161183.0,D,2,520
,p2: Em560,D3,23.6,194855.0,D,3,520
,p2: Em560,D4,23.6,1736527.0,D,4,520
,p2: Em560,D5,23.6,203045.0,D,5,520
,p2: Em560,D6,23.6,198807.0,D,6,520
,p2: Em560,D7,23.6,137926.0,D,7,520
