target,lam_p,lam_b,lam_e,trial,round,trials_avail,n_mut,d_ex,d_em,peak_err,nn_dist,logit,is_id,is_bright,scaf_err
EBFP,20.0,60.0,10.0,86,3,96,11,35.0,36.80000000000001,35.9,30.84050750732422,1.7679,False,True,87.5
EBFP,20.0,60.0,10.0,87,1,96,12,44.0,30.899999999999977,37.47,29.441543579101562,2.5153,True,True,87.5
EBFP,20.0,60.0,10.0,87,2,96,10,34.30000000000001,26.69999999999999,30.52,31.280649185180664,-0.5626,False,False,87.5
EBFP,20.0,60.0,10.0,87,3,96,11,32.5,32.60000000000002,32.54,29.933948516845703,2.8524,True,True,87.5
EBFP,20.0,60.0,10.0,88,1,96,13,40.0,37.5,38.75,27.835859298706055,0.8868,True,True,87.5
EBFP,20.0,60.0,10.0,88,2,96,9,38.39999999999998,34.10000000000002,36.24,29.22355842590332,3.3715,True,True,87.5
EBFP,20.0,60.0,10.0,88,3,96,9,41.30000000000001,31.69999999999999,36.49,24.89308738708496,4.0327,True,True,87.5
EBFP,20.0,60.0,10.0,89,1,96,10,44.19999999999999,33.69999999999999,38.92,28.939882278442383,-1.0377,True,False,87.5
EBFP,20.0,60.0,10.0,89,2,96,12,33.5,31.30000000000001,32.37,30.710050582885742,-0.2883,False,False,87.5
EBFP,20.0,60.0,10.0,89,3,96,11,36.10000000000002,30.899999999999977,33.5,30.655914306640625,3.009,False,True,87.5
EBFP,20.0,60.0,10.0,90,1,96,13,40.89999999999998,31.0,35.95,30.100055694580078,2.9544,True,True,87.5
EBFP,20.0,60.0,10.0,90,2,96,12,45.60000000000002,32.89999999999998,39.27,29.38967514038086,3.8222,True,True,87.5
EBFP,20.0,60.0,10.0,90,3,96,10,42.19999999999999,32.69999999999999,37.44,30.478137969970703,4.1337,False,True,87.5
EBFP,20.0,60.0,10.0,91,1,96,13,21.399999999999977,33.39999999999998,27.4,34.77425765991211,-2.4385,False,False,87.5
EBFP,20.0,60.0,10.0,91,2,96,12,43.89999999999998,32.69999999999999,38.3,31.99641990661621,3.2328,False,True,87.5
EBFP,20.0,60.0,10.0,91,3,96,10,38.30000000000001,30.100000000000023,34.2,29.758148193359375,1.5905,True,True,87.5
EBFP,20.0,60.0,10.0,92,1,96,13,27.399999999999977,35.10000000000002,31.27,33.89339065551758,-1.1503,False,False,87.5
EBFP,20.0,60.0,10.0,92,2,96,11,40.69999999999999,31.5,36.08,27.617446899414062,4.9272,True,True,87.5
EBFP,20.0,60.0,10.0,92,3,96,12,33.69999999999999,27.399999999999977,30.59,27.317588806152344,4.7248,True,True,87.5
EBFP,20.0,60.0,10.0,93,1,96,13,37.30000000000001,36.5,36.9,30.682863235473633,-2.0993,False,False,87.5
EBFP,20.0,60.0,10.0,93,2,96,11,32.5,24.600000000000023,28.56,31.1389217376709,-1.0509,False,False,87.5
EBFP,20.0,60.0,10.0,93,3,96,10,34.60000000000002,27.100000000000023,30.81,27.799890518188477,2.9802,True,True,87.5
EBFP,20.0,60.0,10.0,94,1,96,11,47.5,35.89999999999998,41.72,28.368946075439453,0.2838,True,True,87.5
EBFP,20.0,60.0,10.0,94,2,96,11,36.0,31.899999999999977,33.94,30.00183868408203,2.6237,True,True,87.5
EBFP,20.0,60.0,10.0,95,1,96,6,41.80000000000001,32.0,36.92,29.764921188354492,1.3054,True,True,87.5
EBFP,20.0,60.0,10.0,95,2,96,10,38.10000000000002,29.69999999999999,33.9,31.21790313720703,1.6537,False,True,87.5
EBFP,20.0,60.0,10.0,95,3,96,8,38.5,29.0,33.74,26.429298400878906,1.7095,True,True,87.5
mOrange,20.0,60.0,10.0,0,1,96,7,62.19999999999999,56.19999999999999,59.21,21.295101165771484,-3.9013,True,False,57.5
mOrange,20.0,60.0,10.0,0,2,96,9,64.0,51.80000000000001,57.88,29.885847091674805,-0.2632,True,False,57.5
mOrange,20.0,60.0,10.0,0,3,96,9,46.69999999999999,40.200000000000045,43.45,28.702392578125,0.5593,True,True,57.5
mOrange,20.0,60.0,10.0,1,1,96,12,61.69999999999999,57.30000000000001,59.53,31.300039291381836,-2.9897,False,False,57.5
mOrange,20.0,60.0,10.0,1,2,96,14,53.0,52.19999999999999,52.63,29.56087303161621,-0.5969,True,False,57.5
mOrange,20.0,60.0,10.0,1,3,96,13,52.5,52.39999999999998,52.43,26.921772003173828,0.1441,True,True,57.5
mOrange,20.0,60.0,10.0,2,1,96,8,46.5,45.0,45.74,26.803035736083984,-3.9142,True,False,57.5
mOrange,20.0,60.0,10.0,2,2,96,8,86.80000000000001,61.0,73.91,27.57183265686035,-1.9901,True,False,57.5
mOrange,20.0,60.0,10.0,2,3,96,15,53.69999999999999,46.700000000000045,50.19,28.829875946044922,-2.1216,True,False,57.5
mOrange,20.0,60.0,10.0,3,1,96,10,46.60000000000002,45.39999999999998,45.98,29.17508316040039,-4.1364,True,False,57.5
mOrange,20.0,60.0,10.0,3,2,96,11,48.30000000000001,44.799999999999955,46.55,28.50815200805664,-3.4971,True,False,57.5
mOrange,20.0,60.0,10.0,3,3,96,11,49.19999999999999,44.39999999999998,46.8,27.71518325805664,-2.8744,True,False,57.5
mOrange,20.0,60.0,10.0,4,1,96,8,50.10000000000002,41.700000000000045,45.9,29.000211715698242,0.3216,True,True,57.5
mOrange,20.0,60.0,10.0,4,2,96,7,50.89999999999998,19.600000000000023,35.25,30.53946304321289,0.0963,False,True,57.5
mOrange,20.0,60.0,10.0,4,3,96,8,48.19999999999999,31.799999999999955,40.02,31.08262062072754,2.2853,False,True,57.5
mOrange,20.0,60.0,10.0,5,1,96,9,61.39999999999998,55.89999999999998,58.68,24.30035972595215,-2.8933,True,False,57.5
mOrange,20.0,60.0,10.0,5,2,96,12,46.0,28.100000000000023,37.07,30.984901428222656,-0.6073,False,False,57.5
mOrange,20.0,60.0,10.0,5,3,96,13,51.60000000000002,49.60000000000002,50.61,30.87283706665039,0.7856,False,True,57.5
mOrange,20.0,60.0,10.0,6,1,96,11,47.80000000000001,46.200000000000045,47.02,31.97117042541504,-3.5542,False,False,57.5
mOrange,20.0,60.0,10.0,6,2,96,11,39.39999999999998,31.5,35.49,33.15996170043945,-2.2115,False,False,57.5
mOrange,20.0,60.0,10.0,6,3,96,12,39.39999999999998,31.899999999999977,35.65,32.73297119140625,0.8852,False,True,57.5
mOrange,20.0,60.0,10.0,7,1,96,8,54.60000000000002,52.60000000000002,53.64,24.80238914489746,-2.4394,True,False,57.5
mOrange,20.0,60.0,10.0,7,2,96,11,39.80000000000001,37.799999999999955,38.78,29.481447219848633,-2.3823,True,False,57.5
mOrange,20.0,60.0,10.0,7,3,96,12,34.89999999999998,28.299999999999955,31.62,29.707761764526367,1.2405,True,True,57.5
mOrange,20.0,60.0,10.0,8,1,96,9,44.89999999999998,41.0,42.93,29.68570327758789,-2.5837,True,False,57.5
mOrange,20.0,60.0,10.0,8,2,96,12,50.19999999999999,46.799999999999955,48.46,32.268028259277344,-1.4872,False,False,57.5
mOrange,20.0,60.0,10.0,8,3,96,11,40.60000000000002,37.39999999999998,38.98,27.897003173828125,-0.6614,True,False,57.5
mOrange,20.0,60.0,10.0,9,1,96,7,66.10000000000002,59.60000000000002,62.84,27.717721939086914,-1.9135,True,False,57.5
mOrange,20.0,60.0,10.0,9,2,96,12,57.60000000000002,53.0,55.29,30.910202026367188,0.2881,False,True,57.5
mOrange,20.0,60.0,10.0,9,3,96,10,61.69999999999999,55.19999999999999,58.46,34.23121643066406,0.8578,False,True,57.5
mOrange,20.0,60.0,10.0,10,1,96,12,47.10000000000002,49.799999999999955,48.49,25.333223342895508,-4.0922,True,False,57.5
mOrange,20.0,60.0,10.0,10,2,96,13,45.60000000000002,44.700000000000045,45.13,28.162017822265625,-4.903,True,False,57.5
mOrange,20.0,60.0,10.0,10,3,96,14,41.69999999999999,38.60000000000002,40.13,34.98472213745117,-3.2188,False,False,57.5
mOrange,20.0,60.0,10.0,11,1,96,11,50.30000000000001,47.10000000000002,48.69,28.250574111938477,0.0599,True,True,57.5
mOrange,20.0,60.0,10.0,11,2,96,11,51.80000000000001,49.200000000000045,50.52,30.756092071533203,1.0196,False,True,57.5
mOrange,20.0,60.0,10.0,11,3,96,14,46.0,44.5,45.25,28.516332626342773,-1.448,True,False,57.5
mOrange,20.0,60.0,10.0,12,1,96,9,52.10000000000002,47.5,49.78,30.366548538208008,-3.854,False,False,57.5
mOrange,20.0,60.0,10.0,12,2,96,11,46.0,43.60000000000002,44.82,32.933902740478516,-3.8709,False,False,57.5
mOrange,20.0,60.0,10.0,12,3,96,9,45.0,39.299999999999955,42.19,29.543136596679688,-0.4789,True,False,57.5
mOrange,20.0,60.0,10.0,13,1,96,9,50.69999999999999,48.700000000000045,49.68,20.100496292114258,-3.8793,True,False,57.5
mOrange,20.0,60.0,10.0,13,2,96,11,51.39999999999998,48.299999999999955,49.82,23.201194763183594,-2.1957,True,False,57.5
mOrange,20.0,60.0,10.0,13,3,96,11,49.60000000000002,47.10000000000002,48.37,22.58284568786621,-2.3687,True,False,57.5
mOrange,20.0,60.0,10.0,14,1,96,11,46.19999999999999,43.39999999999998,44.83,30.168386459350586,-4.2497,True,False,57.5
mOrange,20.0,60.0,10.0,14,2,96,11,46.60000000000002,44.799999999999955,45.66,29.172456741333008,-2.563,True,False,57.5
mOrange,20.0,60.0,10.0,14,3,96,12,42.69999999999999,40.299999999999955,41.53,30.927555084228516,-0.9864,False,False,57.5
mOrange,20.0,60.0,10.0,15,1,96,9,52.10000000000002,50.19999999999999,51.19,27.973495483398438,-3.9596,True,False,57.5
mOrange,20.0,60.0,10.0,15,2,96,13,44.5,46.5,45.49,25.342985153198242,-2.3339,True,False,57.5
mOrange,20.0,60.0,10.0,15,3,96,16,52.80000000000001,49.200000000000045,50.96,29.495784759521484,-1.8635,True,False,57.5
mOrange,20.0,60.0,10.0,16,1,96,9,47.19999999999999,43.10000000000002,45.12,21.320222854614258,-3.7857,True,False,57.5
mOrange,20.0,60.0,10.0,16,2,96,11,34.10000000000002,22.799999999999955,28.44,28.297191619873047,-2.509,True,False,57.5
mOrange,20.0,60.0,10.0,16,3,96,8,68.39999999999998,56.60000000000002,62.51,26.041370391845703,3.2555,True,True,57.5
mOrange,20.0,60.0,10.0,17,1,96,9,35.89999999999998,25.200000000000045,30.58,30.28671646118164,-1.8848,False,False,57.5
mOrange,20.0,60.0,10.0,17,2,96,8,60.69999999999999,24.600000000000023,42.66,29.70572853088379,1.0365,True,True,57.5
mOrange,20.0,60.0,10.0,17,3,96,10,42.89999999999998,31.700000000000045,37.32,31.273311614990234,1.5084,False,True,57.5
mOrange,20.0,60.0,10.0,18,1,96,12,48.39999999999998,47.700000000000045,48.03,26.10509490966797,-1.4572,True,False,57.5
mOrange,20.0,60.0,10.0,18,2,96,11,42.80000000000001,46.0,44.41,32.331180572509766,0.52,False,True,57.5
mOrange,20.0,60.0,10.0,18,3,96,11,37.69999999999999,29.899999999999977,33.8,31.06727409362793,1.7391,False,True,57.5
mOrange,20.0,60.0,10.0,19,1,96,8,59.10000000000002,53.60000000000002,56.38,21.592845916748047,-2.3274,True,False,57.5
mOrange,20.0,60.0,10.0,19,2,96,8,61.60000000000002,55.60000000000002,58.63,28.735492706298828,-1.2088,True,False,57.5
mOrange,20.0,60.0,10.0,19,3,96,9,57.0,52.0,54.51,33.138126373291016,-2.3449,False,False,57.5
mOrange,20.0,60.0,10.0,20,1,96,8,57.10000000000002,51.89999999999998,54.51,20.499544143676758,-4.5673,True,False,57.5
mOrange,20.0,60.0,10.0,20,2,96,9,59.80000000000001,54.89999999999998,57.38,26.81711769104004,-0.3883,True,False,57.5
mOrange,20.0,60.0,10.0,20,3,96,10,56.60000000000002,52.60000000000002,54.61,28.941532135009766,-1.9163,True,False,57.5
mOrange,20.0,60.0,10.0,21,1,96,13,49.39999999999998,46.200000000000045,47.79,33.50218200683594,-3.2309,False,False,57.5
mOrange,20.0,60.0,10.0,21,2,96,12,43.5,36.799999999999955,40.16,31.22139549255371,-2.5972,False,False,57.5
mOrange,20.0,60.0,10.0,21,3,96,11,89.19999999999999,59.69999999999999,74.47,25.412981033325195,-2.1653,True,False,57.5
mOrange,20.0,60.0,10.0,22,1,96,10,57.30000000000001,51.60000000000002,54.46,28.32488250732422,-1.5377,True,False,57.5
mOrange,20.0,60.0,10.0,22,2,96,7,59.80000000000001,53.19999999999999,56.5,34.31608581542969,-0.403,False,False,57.5
mOrange,20.0,60.0,10.0,22,3,96,12,52.19999999999999,48.700000000000045,50.45,38.993896484375,0.5148,False,True,57.5
mOrange,20.0,60.0,10.0,23,1,96,12,45.30000000000001,42.39999999999998,43.84,25.09817886352539,-3.9975,True,False,57.5
mOrange,20.0,60.0,10.0,23,2,96,9,47.39999999999998,20.5,33.91,23.463090896606445,-0.4205,True,False,57.5
mOrange,20.0,60.0,10.0,23,3,96,11,44.0,34.700000000000045,39.34,27.881784439086914,-1.1706,True,False,57.5
mOrange,20.0,60.0,10.0,24,1,96,10,56.30000000000001,51.60000000000002,53.9,29.80204200744629,-0.2582,True,False,57.5
mOrange,20.0,60.0,10.0,24,2,96,10,45.60000000000002,40.39999999999998,42.99,31.562517166137695,1.5718,False,True,57.5
mOrange,20.0,60.0,10.0,24,3,96,11,36.5,26.100000000000023,31.3,33.84680938720703,0.9878,False,True,57.5
mOrange,20.0,60.0,10.0,25,1,96,9,41.5,44.89999999999998,43.21,25.3677921295166,-3.8985,True,False,57.5
mOrange,20.0,60.0,10.0,25,2,96,11,42.19999999999999,45.700000000000045,43.95,26.64069175720215,1.0867,True,True,57.5
mOrange,20.0,60.0,10.0,25,3,96,12,44.60000000000002,46.10000000000002,45.39,28.12522315979004,1.1297,True,True,57.5
mOrange,20.0,60.0,10.0,26,1,96,8,62.5,54.80000000000001,58.64,23.51422119140625,-2.1264,True,False,57.5
mOrange,20.0,60.0,10.0,26,2,96,10,54.89999999999998,49.39999999999998,52.13,27.00872802734375,-2.3186,True,False,57.5
mOrange,20.0,60.0,10.0,26,3,96,13,49.60000000000002,49.5,49.53,29.214963912963867,-1.6677,True,False,57.5
mOrange,20.0,60.0,10.0,27,1,96,8,60.80000000000001,54.19999999999999,57.5,25.396421432495117,-2.1231,True,False,57.5
mOrange,20.0,60.0,10.0,27,2,96,11,55.89999999999998,47.89999999999998,51.88,27.98628807067871,2.1095,True,True,57.5
mOrange,20.0,60.0,10.0,27,3,96,10,57.60000000000002,47.200000000000045,52.43,29.870586395263672,0.4699,True,True,57.5
mOrange,20.0,60.0,10.0,28,1,96,9,47.0,27.600000000000023,37.32,30.370393753051758,1.6186,False,True,57.5
mOrange,20.0,60.0,10.0,28,2,96,10,46.69999999999999,37.700000000000045,42.22,31.685110092163086,1.3168,False,True,57.5
mOrange,20.0,60.0,10.0,28,3,96,11,48.69999999999999,42.700000000000045,45.74,29.268239974975586,1.6841,True,True,57.5
mOrange,20.0,60.0,10.0,29,1,96,10,51.0,48.60000000000002,49.8,24.89430809020996,-3.0139,True,False,57.5
mOrange,20.0,60.0,10.0,29,2,96,9,32.799999999999955,28.299999999999955,30.56,27.332948684692383,1.5074,True,True,57.5
mOrange,20.0,60.0,10.0,29,3,96,8,42.10000000000002,27.700000000000045,34.91,27.52668571472168,1.1754,True,True,57.5
mOrange,20.0,60.0,10.0,30,1,96,8,56.5,49.799999999999955,53.18,21.51181411743164,-2.7089,True,False,57.5
mOrange,20.0,60.0,10.0,30,2,96,8,52.30000000000001,27.399999999999977,39.86,31.389497756958008,1.5975,False,True,57.5
mOrange,20.0,60.0,10.0,30,3,96,8,46.30000000000001,23.399999999999977,34.85,29.693567276000977,0.9943,True,True,57.5
mOrange,20.0,60.0,10.0,31,1,96,9,60.69999999999999,55.5,58.09,29.46037483215332,-0.2526,True,False,57.5
mOrange,20.0,60.0,10.0,31,2,96,11,49.30000000000001,46.39999999999998,47.85,30.049888610839844,-1.3514,True,False,57.5
mOrange,20.0,60.0,10.0,31,3,96,10,43.60000000000002,40.700000000000045,42.18,33.50849151611328,-3.781,False,False,57.5
mOrange,20.0,60.0,10.0,32,1,96,11,47.89999999999998,42.5,45.2,30.807313919067383,-1.79,False,False,57.5
mOrange,20.0,60.0,10.0,32,2,96,10,24.700000000000045,12.200000000000045,18.44,29.772199630737305,-2.4349,True,False,57.5
mOrange,20.0,60.0,10.0,32,3,96,11,33.39999999999998,20.100000000000023,26.78,28.349609375,-1.1041,True,False,57.5
mOrange,20.0,60.0,10.0,33,1,96,9,59.10000000000002,54.10000000000002,56.63,25.714954376220703,1.2325,True,True,57.5
mOrange,20.0,60.0,10.0,33,2,96,12,45.10000000000002,24.200000000000045,34.67,30.383445739746094,-1.4817,False,False,57.5
mOrange,20.0,60.0,10.0,33,3,96,10,40.0,19.200000000000045,29.57,30.40825843811035,-0.1788,False,False,57.5
mOrange,20.0,60.0,10.0,34,1,96,12,31.299999999999955,25.700000000000045,28.47,31.452320098876953,-3.1323,False,False,57.5
mOrange,20.0,60.0,10.0,34,2,96,10,35.299999999999955,11.5,23.42,30.760875701904297,-3.0,False,False,57.5
mOrange,20.0,60.0,10.0,34,3,96,12,36.80000000000001,29.899999999999977,33.38,31.094392776489258,1.5513,False,True,57.5
mOrange,20.0,60.0,10.0,35,1,96,11,48.10000000000002,47.799999999999955,47.94,30.570026397705078,-2.9077,False,False,57.5
mOrange,20.0,60.0,10.0,35,2,96,10,38.69999999999999,38.799999999999955,38.76,28.875621795654297,1.9314,True,True,57.5
mOrange,20.0,60.0,10.0,35,3,96,8,36.5,21.200000000000045,28.82,29.87546157836914,0.5544,True,True,57.5
mOrange,20.0,60.0,10.0,36,1,96,8,46.39999999999998,42.10000000000002,44.21,30.515872955322266,-1.0803,False,False,57.5
mOrange,20.0,60.0,10.0,36,2,96,8,46.60000000000002,15.5,31.04,27.89423179626465,0.3974,True,True,57.5
mOrange,20.0,60.0,10.0,36,3,96,7,55.30000000000001,23.899999999999977,39.59,26.247190475463867,1.7268,True,True,57.5
mOrange,20.0,60.0,10.0,37,1,96,9,37.89999999999998,33.60000000000002,35.74,27.600507736206055,-2.5815,True,False,57.5
mOrange,20.0,60.0,10.0,37,2,96,11,39.19999999999999,37.0,38.08,31.87666130065918,-1.3339,False,False,57.5
mOrange,20.0,60.0,10.0,37,3,96,11,39.0,34.200000000000045,36.56,28.451549530029297,-0.9598,True,False,57.5
mOrange,20.0,60.0,10.0,38,1,96,13,58.10000000000002,55.39999999999998,56.75,29.213455200195312,-3.791,True,False,57.5
mOrange,20.0,60.0,10.0,38,2,96,12,54.60000000000002,50.80000000000001,52.71,29.06614875793457,0.0188,True,True,57.5
mOrange,20.0,60.0,10.0,38,3,96,13,44.5,35.39999999999998,39.95,29.765869140625,0.4766,True,True,57.5
mOrange,20.0,60.0,10.0,39,1,96,12,44.19999999999999,47.89999999999998,46.05,28.001956939697266,-4.1964,True,False,57.5
mOrange,20.0,60.0,10.0,39,2,96,14,47.69999999999999,48.799999999999955,48.28,31.79962730407715,-1.1009,False,False,57.5
mOrange,20.0,60.0,10.0,39,3,96,11,35.299999999999955,39.299999999999955,37.29,31.908418655395508,-1.748,False,False,57.5
mOrange,20.0,60.0,10.0,40,1,96,11,48.19999999999999,47.5,47.84,33.38261413574219,-2.4735,False,False,57.5
mOrange,20.0,60.0,10.0,40,2,96,11,39.89999999999998,36.89999999999998,38.37,33.94976806640625,-1.3574,False,False,57.5
mOrange,20.0,60.0,10.0,40,3,96,9,54.69999999999999,33.0,43.85,32.69816589355469,-0.6763,False,False,57.5
mOrange,20.0,60.0,10.0,41,1,96,9,45.19999999999999,44.10000000000002,44.65,29.40447235107422,-4.9337,True,False,57.5
mOrange,20.0,60.0,10.0,41,2,96,9,47.5,47.10000000000002,47.3,28.060434341430664,-4.0121,True,False,57.5
mOrange,20.0,60.0,10.0,41,3,96,10,39.19999999999999,37.10000000000002,38.14,30.243392944335938,-3.8325,False,False,57.5
mOrange,20.0,60.0,10.0,42,1,96,8,55.80000000000001,52.30000000000001,54.05,21.895965576171875,-3.7047,True,False,57.5
mOrange,20.0,60.0,10.0,42,2,96,8,56.19999999999999,51.5,53.82,22.880695343017578,-1.7368,True,False,57.5
mOrange,20.0,60.0,10.0,42,3,96,9,77.19999999999999,58.0,67.61,26.03934669494629,-0.0368,True,False,57.5
mOrange,20.0,60.0,10.0,43,1,96,9,54.80000000000001,52.39999999999998,53.57,28.281238555908203,-3.411,True,False,57.5
mOrange,20.0,60.0,10.0,43,2,96,8,57.60000000000002,49.5,53.57,27.856313705444336,-0.5941,True,False,57.5
mOrange,20.0,60.0,10.0,43,3,96,9,40.39999999999998,26.100000000000023,33.26,31.067138671875,0.7854,False,True,57.5
mOrange,20.0,60.0,10.0,44,1,96,10,51.80000000000001,46.60000000000002,49.21,27.17005729675293,-2.1766,True,False,57.5
mOrange,20.0,60.0,10.0,44,2,96,11,34.60000000000002,28.899999999999977,31.79,26.825162887573242,1.2873,True,True,57.5
mOrange,20.0,60.0,10.0,44,3,96,11,28.700000000000045,16.299999999999955,22.49,26.546775817871094,-1.4381,True,False,57.5
mOrange,20.0,60.0,10.0,45,1,96,9,55.69999999999999,52.5,54.09,25.82504653930664,-2.1973,True,False,57.5
mOrange,20.0,60.0,10.0,45,2,96,9,50.0,50.0,49.99,29.62630844116211,-3.291,True,False,57.5
mOrange,20.0,60.0,10.0,45,3,96,9,71.80000000000001,46.60000000000002,59.17,29.261079788208008,0.9771,True,True,57.5
mOrange,20.0,60.0,10.0,46,1,96,10,53.89999999999998,47.799999999999955,50.82,24.92931365966797,-5.1048,True,False,57.5
mOrange,20.0,60.0,10.0,46,2,96,11,51.89999999999998,40.5,46.23,30.003156661987305,-1.9427,True,False,57.5
mOrange,20.0,60.0,10.0,46,3,96,9,53.39999999999998,46.700000000000045,50.07,28.297542572021484,0.9228,True,True,57.5
mOrange,20.0,60.0,10.0,47,1,96,11,43.0,41.60000000000002,42.3,30.54404067993164,-3.339,False,False,57.5
mOrange,20.0,60.0,10.0,47,2,96,10,36.30000000000001,24.0,30.14,30.73877716064453,0.4067,False,True,57.5
mOrange,20.0,60.0,10.0,47,3,96,9,42.0,26.899999999999977,34.46,29.32282066345215,1.8378,True,True,57.5
mOrange,20.0,60.0,10.0,48,1,96,11,55.0,50.89999999999998,52.92,26.406391143798828,-4.1726,True,False,57.5
mOrange,20.0,60.0,10.0,48,2,96,9,72.69999999999999,35.10000000000002,53.91,25.62738037109375,1.8339,True,True,57.5
mOrange,20.0,60.0,10.0,48,3,96,8,57.5,39.700000000000045,48.6,21.269248962402344,1.7007,True,True,57.5
mOrange,20.0,60.0,10.0,49,1,96,11,49.80000000000001,48.200000000000045,49.01,29.946805953979492,-2.7189,True,False,57.5
mOrange,20.0,60.0,10.0,49,2,96,11,43.39999999999998,37.39999999999998,40.38,30.005144119262695,-0.0778,True,False,57.5
mOrange,20.0,60.0,10.0,49,3,96,8,33.200000000000045,27.100000000000023,30.17,32.64262008666992,2.2852,False,True,57.5
mOrange,20.0,60.0,10.0,50,1,96,12,48.10000000000002,46.89999999999998,47.5,27.87078857421875,-3.5228,True,False,57.5
mOrange,20.0,60.0,10.0,50,2,96,11,41.80000000000001,40.799999999999955,41.3,29.995540618896484,-3.723,True,False,57.5
mOrange,20.0,60.0,10.0,50,3,96,13,39.69999999999999,35.700000000000045,37.7,32.73720169067383,-2.6587,False,False,57.5
mOrange,20.0,60.0,10.0,51,1,96,9,48.80000000000001,46.200000000000045,47.54,30.896116256713867,-4.5863,False,False,57.5
mOrange,20.0,60.0,10.0,51,2,96,12,49.69999999999999,46.799999999999955,48.26,34.58217239379883,-2.8889,False,False,57.5
mOrange,20.0,60.0,10.0,51,3,96,8,56.19999999999999,33.200000000000045,44.69,25.962600708007812,2.3807,True,True,57.5
mOrange,20.0,60.0,10.0,52,1,96,12,48.10000000000002,44.5,46.3,28.098928451538086,0.7549,True,True,57.5
mOrange,20.0,60.0,10.0,52,2,96,9,35.10000000000002,26.100000000000023,30.59,23.124086380004883,0.1994,True,True,57.5
mOrange,20.0,60.0,10.0,52,3,96,7,46.80000000000001,23.600000000000023,35.22,28.915842056274414,0.8972,True,True,57.5
mOrange,20.0,60.0,10.0,53,1,96,11,48.10000000000002,44.299999999999955,46.2,30.810409545898438,-1.6106,False,False,57.5
mOrange,20.0,60.0,10.0,53,2,96,9,51.69999999999999,42.299999999999955,46.98,28.43168067932129,3.199,True,True,57.5
mOrange,20.0,60.0,10.0,53,3,96,8,46.19999999999999,30.600000000000023,38.42,30.028127670288086,2.0807,True,True,57.5
mOrange,20.0,60.0,10.0,54,1,96,8,56.19999999999999,51.5,53.88,23.320716857910156,-3.9179,True,False,57.5
mOrange,20.0,60.0,10.0,54,2,96,9,54.30000000000001,49.89999999999998,52.09,24.761022567749023,-3.2467,True,False,57.5
mOrange,20.0,60.0,10.0,54,3,96,12,56.0,51.10000000000002,53.53,26.130897521972656,-0.8797,True,False,57.5
mOrange,20.0,60.0,10.0,55,1,96,11,63.69999999999999,54.69999999999999,59.18,26.94007110595703,-3.7377,True,False,57.5
mOrange,20.0,60.0,10.0,55,2,96,9,41.89999999999998,38.39999999999998,40.15,30.354721069335938,-0.9595,False,False,57.5
mOrange,20.0,60.0,10.0,55,3,96,9,39.89999999999998,34.39999999999998,37.13,29.676925659179688,-0.2516,True,False,57.5
mOrange,20.0,60.0,10.0,56,1,96,12,52.30000000000001,46.799999999999955,49.55,32.8219108581543,-4.7877,False,False,57.5
mOrange,20.0,60.0,10.0,56,2,96,13,40.5,36.700000000000045,38.63,32.328285217285156,-3.8629,False,False,57.5
mOrange,20.0,60.0,10.0,56,3,96,11,40.0,25.399999999999977,32.69,29.7014217376709,-1.4755,True,False,57.5
mOrange,20.0,60.0,10.0,57,1,96,10,50.89999999999998,49.200000000000045,50.02,25.299869537353516,-4.3531,True,False,57.5
mOrange,20.0,60.0,10.0,57,2,96,11,45.80000000000001,44.10000000000002,44.95,24.757177352905273,-3.6704,True,False,57.5
mOrange,20.0,60.0,10.0,57,3,96,13,56.69999999999999,53.60000000000002,55.18,27.991357803344727,-2.0428,True,False,57.5
mOrange,20.0,60.0,10.0,58,1,96,9,56.39999999999998,51.30000000000001,53.84,24.009748458862305,-2.4928,True,False,57.5
mOrange,20.0,60.0,10.0,58,2,96,11,49.10000000000002,29.700000000000045,39.41,26.292373657226562,-1.222,True,False,57.5
mOrange,20.0,60.0,10.0,58,3,96,9,46.19999999999999,36.10000000000002,41.17,30.96253204345703,0.2756,False,True,57.5
mOrange,20.0,60.0,10.0,59,1,96,10,59.69999999999999,56.60000000000002,58.14,26.21170997619629,-1.8556,True,False,57.5
mOrange,20.0,60.0,10.0,59,2,96,12,52.5,51.60000000000002,52.05,29.167221069335938,-0.268,True,False,57.5
mOrange,20.0,60.0,10.0,59,3,96,12,41.0,31.299999999999955,36.15,34.12071228027344,-2.9735,False,False,57.5
mOrange,20.0,60.0,10.0,60,1,96,9,73.5,62.69999999999999,68.11,24.94609260559082,-4.172,True,False,57.5
mOrange,20.0,60.0,10.0,60,2,96,12,46.80000000000001,41.39999999999998,44.12,28.410917282104492,-3.3979,True,False,57.5
mOrange,20.0,60.0,10.0,60,3,96,10,37.80000000000001,22.799999999999955,30.32,24.871353149414062,-0.9035,True,False,57.5
mOrange,20.0,60.0,10.0,61,1,96,10,46.10000000000002,41.39999999999998,43.77,31.484722137451172,1.0432,False,True,57.5
mOrange,20.0,60.0,10.0,61,2,96,11,38.89999999999998,35.200000000000045,37.03,29.342321395874023,0.6771,True,True,57.5
mOrange,20.0,60.0,10.0,61,3,96,10,30.100000000000023,18.299999999999955,24.19,29.12797737121582,0.5978,True,True,57.5
mOrange,20.0,60.0,10.0,62,1,96,11,44.39999999999998,42.89999999999998,43.65,30.9085636138916,-4.7719,False,False,57.5
